Start,GetPodsTime,Wanted,Running,Creating,Pending,Terminating,Error,Total Active Memory,Total Free Memory,Total Available,Total Buffers,Total Cached,Active,0,1,2,3,Free,0,1,2,3,Available,0,1,2,3,Buffers,0,1,2,3,Cached,0,1,2,3
212,0,101,0,0,101,0,0,1700660,91861592,127821844,20960,37194456,,498780,400524,400112,401244,,22605696,23223560,23223488,22808848,,31869424,31986452,31986092,31979876,,5240,5240,5240,5240,,9570868,9072600,9072392,9478596
214,0,102,0,0,102,0,0,1700168,91862184,127822484,20960,37194496,,498292,400244,400304,401328,,22606272,23222152,23224428,22809332,,31870016,31985048,31987044,31980376,,5240,5240,5240,5240,,9570884,9072608,9072400,9478604
216,0,103,0,0,103,0,0,1700380,91859196,127819520,20960,37194532,,498428,400768,400092,401092,,22603416,23221028,23224116,22810636,,31867164,31983928,31986740,31981688,,5240,5240,5240,5240,,9570896,9072600,9072420,9478616
218,0,104,0,0,104,0,0,1700872,91856092,127816452,20960,37194552,,498828,400384,400428,401232,,22602344,23221056,23223108,22809584,,31866096,31983968,31985744,31980644,,5240,5240,5240,5240,,9570888,9072612,9072428,9478624
220,0,105,0,0,105,0,0,1699868,91855520,127815908,20960,37194572,,498872,400284,400424,400288,,22605208,23220116,23219780,22810416,,31868968,31983032,31982420,31981488,,5240,5240,5240,5240,,9570896,9072624,9072424,9478628
222,0,106,0,0,106,0,0,1699892,91852572,127813000,20960,37194608,,498656,400408,400604,400224,,22605000,23218576,23220084,22808912,,31868772,31981504,31982736,31979988,,5240,5240,5240,5240,,9570912,9072636,9072436,9478624
224,1,107,0,0,107,0,0,1699752,91860216,127820680,20960,37194640,,498864,400608,400116,400164,,22604376,23219884,23225844,22810112,,31868156,31982824,31988500,31981200,,5240,5240,5240,5240,,9570924,9072640,9072440,9478636
226,1,108,0,0,108,0,0,1699880,91860180,127820684,20960,37194708,,498992,400644,400108,400136,,22604532,23221084,23224696,22809868,,31868320,31984032,31987368,31980964,,5240,5240,5240,5240,,9570924,9072660,9072464,9478660
229,0,109,0,0,109,0,0,1700280,91860980,127821528,20960,37194748,,498752,400540,400388,400600,,22605560,23219664,23225168,22810588,,31869356,31982624,31987848,31981700,,5240,5240,5240,5240,,9570948,9072668,9072464,9478668
231,0,110,0,0,110,0,0,1699588,91859288,127819864,20960,37194756,,498612,400544,400272,400160,,22603704,23220024,23224380,22811180,,31867508,31982992,31987064,31982300,,5240,5240,5240,5240,,9570940,9072676,9072468,9478672
