Iteration,Elapsed,Running,Creating,Terminating,Evicted,Total Active Memory,Total Free Memory, Active,0,1,2,3,4,Free,0,1,2,3,4
192,1504,65,66,37,0,21258772,10446340,,4888680,4446804,8196544,3726744,0,,705680,1259512,2093104,6388044,0
193,1510,65,66,37,0,21274972,10423604,,4906204,4451308,8185276,3732184,0,,689284,1241324,2112268,6380728,0
194,1516,65,66,37,0,21322928,10312212,,4923568,4461768,8208028,3729564,0,,648808,1217980,2060640,6384784,0
195,1521,66,65,37,0,21310944,10579684,,4925036,4467784,8198324,3719800,0,,642820,1212288,2329328,6395248,0
196,1527,66,65,37,0,21355052,10196172,,4931920,4470476,8228628,3724028,0,,636508,1075100,2093520,6391044,0
197,1533,66,65,37,0,21250216,8232364,,4927244,4470028,8117144,3735800,0,,640488,1069816,143856,6378204,0
198,1539,66,65,37,0,21318436,10211000,,4926728,4480352,8166088,3745268,0,,641848,1057576,2143576,6368000,0
199,1545,66,65,37,0,21327172,10203564,,4916516,4479660,8190968,3740028,0,,649376,1058524,2127228,6368436,0
200,1551,66,65,37,0,21346712,10167252,,4925720,4478364,8212672,3729956,0,,641192,1056800,2086248,6383012,0
201,1557,66,65,37,0,21292728,11138692,,4923628,4448480,8195912,3724708,0,,642396,1766200,2341472,6388624,0
202,1562,66,65,37,0,21171764,11760180,,4925272,4453204,8070324,3722964,0,,639824,1761992,2967820,6390544,0
203,1568,66,65,37,0,21264572,10985844,,4930684,4453812,8150288,3729788,0,,634656,1760964,2208080,6382144,0
204,1574,66,65,37,0,21338396,10851424,,4932140,4457924,8222508,3725824,0,,633412,1755780,2075360,6386872,0
205,1580,66,65,37,0,21348960,10840136,,4934308,4458504,8227720,3728428,0,,630812,1755512,2069528,6384284,0
206,1585,66,65,37,0,21344396,10850232,,4936220,4458876,8225576,3723724,0,,628844,1754960,2077492,6388936,0
207,1591,66,65,37,0,21292904,11387168,,4917228,4462956,8171984,3740736,0,,647388,1750068,2617428,6372284,0
208,1597,66,65,37,0,21218272,11328348,,4934124,4456136,8100488,3727524,0,,630244,1499048,2817648,6381408,0
209,1603,66,65,37,0,21317712,10456000,,4925636,4457180,8196464,3738432,0,,428812,1496708,2160096,6370384,0
210,1609,66,65,37,0,21365408,10288836,,4920796,4460884,8239772,3743956,0,,345224,1494072,2081868,6367672,0
