Iteration,Elapsed,Running,Creating,Terminating,Total Active Memory,Total Free Memory, Active,0,1,2,3,Free,0,1,2,3
217,5,217,0,0,26321664,85941976,,4714712,4924928,8173644,8508380,,24862992,23525704,18952992,18600288
218,0,217,0,0,26338088,85884468,,4702200,4950632,8177784,8507472,,24861748,23478196,18956732,18587792
219,2,218,0,0,26388576,85847164,,4719800,4951952,8208620,8508204,,24863744,23482152,18911176,18590092
220,8,220,0,0,26350884,85870836,,4701980,4940000,8178648,8530256,,24863468,23495676,18952884,18558808
221,2,220,0,0,26368784,85849916,,4713516,4939796,8191344,8524128,,24859576,23495508,18928716,18566116
222,5,222,0,0,26402892,85804960,,4710888,4965280,8199644,8527080,,24862492,23466252,18914032,18562184
223,1,222,0,0,26457336,85671496,,4720848,4981856,8212440,8542192,,24852812,23448612,18861528,18508544
224,7,224,0,0,26435368,85672580,,4741328,4976148,8191040,8526852,,24818144,23441764,18887936,18524736
225,2,224,0,0,26444860,85646440,,4721736,4979044,8214740,8529340,,24830960,23433628,18857920,18523932
226,5,226,0,0,26457444,85635608,,4719756,4976800,8210412,8550476,,24857596,23448292,18836396,18493324
227,2,226,0,0,26460108,85613708,,4726048,4974192,8203916,8555952,,24835660,23448624,18850872,18478552
228,2,227,0,0,26476668,85593420,,4741456,4974852,8202628,8557732,,24819428,23452916,18862940,18458136
229,3,228,0,0,26487932,85578664,,4734580,4982244,8212032,8559076,,24829992,23447260,18828996,18472416
230,7,230,0,0,26532988,85471340,,4733072,5007884,8238020,8554012,,24832984,23414672,18786632,18437052
231,2,230,0,0,26490228,85517844,,4738572,4990764,8210640,8550252,,24829884,23436392,18802956,18448612
232,2,231,0,0,26513152,85466800,,4744392,4996504,8210044,8562212,,24814836,23421352,18811876,18418736
233,2,232,0,0,26550208,85469796,,4744188,5016332,8227644,8562044,,24822972,23408544,18806976,18431304
234,1,233,0,0,26556072,85423704,,4746900,5011372,8216548,8581252,,24811240,23412116,18798316,18402032
235,2,234,0,0,26553792,85420992,,4770144,5005052,8212488,8566108,,24779484,23416208,18804756,18420544
236,1,235,0,0,26602012,85354676,,4807968,5002336,8229808,8561900,,24737452,23410700,18790760,18415764
237,2,236,0,0,26488164,85498268,,4761412,5016228,8227348,8483176,,24785896,23413408,18787620,18511344
238,2,237,0,0,26542988,85391156,,4759372,5057904,8229832,8495880,,24797360,23349644,18765044,18479108
239,2,238,0,0,26539416,85415744,,4763124,5023228,8234976,8518088,,24794640,23397060,18763216,18460828
240,2,239,0,0,26608336,85345212,,4787212,5016500,8250992,8553632,,24769924,23397508,18754376,18423404
241,1,240,0,0,26575216,85381984,,4769496,5024360,8250072,8531288,,24784164,23391724,18756200,18449896
242,2,241,0,0,26627748,85322188,,4766384,5077264,8283760,8500340,,24775548,23333308,18726456,18486876
243,2,242,0,0,26595164,85373408,,4784012,5037000,8271844,8502308,,24779676,23394424,18733684,18465624
244,7,244,0,0,26561456,85363904,,4776408,5049564,8228588,8506896,,24774628,23335636,18782044,18471596
245,2,244,0,0,26691116,85224732,,4777912,5064700,8282216,8566288,,24762944,23342204,18721008,18398576
246,6,246,0,0,26699616,85208132,,4788988,5063424,8279756,8567448,,24759908,23329844,18726548,18391832
247,2,246,0,0,26646132,85244816,,4791868,5045700,8241620,8566944,,24745244,23351664,18754180,18393728
248,6,248,0,0,26679908,85252740,,4792368,5053620,8251232,8582688,,24768880,23344568,18753656,18385636
